PatientID	Caller	Chromosome	SV	Count
TARGET-20-PAURII-09A-01D	sniffles.INV	chr16	INV	2
TARGET-20-PAURII-09A-01D	pbsv.INS	chr17	INS	177
TARGET-20-PAURII-09A-01D	longreadsv.INS	chr17	INS	365
TARGET-20-PAURII-09A-01D	sniffles.INS	chr17	INS	323
TARGET-20-PAURII-09A-01D	pbsv.DEL	chr17	DEL	266
TARGET-20-PAURII-09A-01D	sniffles.DEL	chr17	DEL	271
TARGET-20-PAURII-09A-01D	longreadsv.DEL	chr17	DEL	308
TARGET-20-PAURII-09A-01D	sniffles.BND	chr17	BND	1
TARGET-20-PAURII-09A-01D	pbsv.INS	chr18	INS	162
TARGET-20-PAURII-09A-01D	sniffles.INS	chr18	INS	286
TARGET-20-PAURII-09A-01D	longreadsv.INS	chr18	INS	314
TARGET-20-PAURII-09A-01D	pbsv.DEL	chr18	DEL	219
TARGET-20-PAURII-09A-01D	sniffles.DEL	chr18	DEL	245
TARGET-20-PAURII-09A-01D	longreadsv.DEL	chr18	DEL	252
TARGET-20-PAURII-09A-01D	pbsv.INV	chr18	INV	1
TARGET-20-PAURII-09A-01D	sniffles.INV	chr18	INV	1
TARGET-20-PAURII-09A-01D	pbsv.INS	chr19	INS	173
TARGET-20-PAURII-09A-01D	sniffles.INS	chr19	INS	325
TARGET-20-PAURII-09A-01D	longreadsv.INS	chr19	INS	367
TARGET-20-PAURII-09A-01D	pbsv.DEL	chr19	DEL	237
TARGET-20-PAURII-09A-01D	longreadsv.DEL	chr19	DEL	264
TARGET-20-PAURII-09A-01D	sniffles.DEL	chr19	DEL	276
TARGET-20-PAURII-09A-01D	longreadsv.INS	chr20	INS	344
TARGET-20-PAURII-09A-01D	pbsv.INS	chr20	INS	232
TARGET-20-PAURII-09A-01D	sniffles.INS	chr20	INS	351
TARGET-20-PAURII-09A-01D	sniffles.DEL	chr20	DEL	242
TARGET-20-PAURII-09A-01D	pbsv.DEL	chr20	DEL	267
TARGET-20-PAURII-09A-01D	longreadsv.DEL	chr20	DEL	252
TARGET-20-PAURII-09A-01D	pbsv.BND	chr20	BND	1
TARGET-20-PAURII-09A-01D	pbsv.INV	chr20	INV	1
TARGET-20-PAURII-09A-01D	sniffles.INV	chr20	INV	1
TARGET-20-PAURII-09A-01D	pbsv.INS	chr21	INS	170
TARGET-20-PAURII-09A-01D	longreadsv.INS	chr21	INS	256
TARGET-20-PAURII-09A-01D	sniffles.INS	chr21	INS	245
TARGET-20-PAURII-09A-01D	pbsv.DEL	chr21	DEL	190
TARGET-20-PAURII-09A-01D	sniffles.DEL	chr21	DEL	186
TARGET-20-PAURII-09A-01D	longreadsv.DEL	chr21	DEL	191
TARGET-20-PAURII-09A-01D	pbsv.INV	chr21	INV	1
TARGET-20-PAURII-09A-01D	sniffles.INV	chr21	INV	1
TARGET-20-PAURII-09A-01D	pbsv.INS	chr22	INS	148
TARGET-20-PAURII-09A-01D	sniffles.INS	chr22	INS	248
TARGET-20-PAURII-09A-01D	longreadsv.INS	chr22	INS	279
TARGET-20-PAURII-09A-01D	pbsv.DEL	chr22	DEL	162
TARGET-20-PAURII-09A-01D	longreadsv.DEL	chr22	DEL	184
TARGET-20-PAURII-09A-01D	sniffles.DEL	chr22	DEL	193
TARGET-20-PAURII-09A-01D	pbsv.INS	chrX	INS	180
TARGET-20-PAURII-09A-01D	longreadsv.INS	chrX	INS	431
TARGET-20-PAURII-09A-01D	sniffles.INS	chrX	INS	346
TARGET-20-PAURII-09A-01D	pbsv.DEL	chrX	DEL	177
TARGET-20-PAURII-09A-01D	longreadsv.DEL	chrX	DEL	264
TARGET-20-PAURII-09A-01D	sniffles.DEL	chrX	DEL	235
TARGET-20-PAURII-09A-01D	pbsv.DUP	chrX	DUP	2
TARGET-20-PAURII-09A-01D	sniffles.DUP	chrX	DUP	1
TARGET-20-PAURII-09A-01D	pbsv.INS	chrY	INS	69
TARGET-20-PAURII-09A-01D	longreadsv.INS	chrY	INS	43
TARGET-20-PAURII-09A-01D	sniffles.INS	chrY	INS	68
TARGET-20-PAURII-09A-01D	pbsv.DEL	chrY	DEL	112
TARGET-20-PAURII-09A-01D	longreadsv.DEL	chrY	DEL	52
TARGET-20-PAURII-09A-01D	sniffles.DEL	chrY	DEL	88
TARGET-20-PAURII-09A-01D	pbsv.DUP	chrY	DUP	1
TARGET-20-PAURII-09A-01D	sniffles.DUP	chrM	DUP	1
PAUPXH-03A-01D	pbsv.INS	chr1	INS	406
PAUPXH-03A-01D	sniffles.INS	chr1	INS	902
PAUPXH-03A-01D	longreadsv.INS	chr1	INS	656
PAUPXH-03A-01D	pbsv.DEL	chr1	DEL	361
PAUPXH-03A-01D	longreadsv.DEL	chr1	DEL	511
PAUPXH-03A-01D	sniffles.DEL	chr1	DEL	673
PAUPXH-03A-01D	sniffles.BND	chr1	BND	1
PAUPXH-03A-01D	pbsv.INV	chr1	INV	5
PAUPXH-03A-01D	sniffles.INV	chr1	INV	4
PAUPXH-03A-01D	sniffles.INS	chr2	INS	834
PAUPXH-03A-01D	pbsv.INS	chr2	INS	321
PAUPXH-03A-01D	longreadsv.INS	chr2	INS	690
PAUPXH-03A-01D	longreadsv.DEL	chr2	DEL	599
PAUPXH-03A-01D	pbsv.DEL	chr2	DEL	473
PAUPXH-03A-01D	sniffles.DEL	chr2	DEL	781
PAUPXH-03A-01D	pbsv.DUP	chr2	DUP	1
PAUPXH-03A-01D	sniffles.DUP	chr2	DUP	1
PAUPXH-03A-01D	pbsv.INV	chr2	INV	2
PAUPXH-03A-01D	sniffles.INV	chr2	INV	3
PAUPXH-03A-01D	sniffles.INS	chr3	INS	607
PAUPXH-03A-01D	longreadsv.INS	chr3	INS	489
PAUPXH-03A-01D	pbsv.INS	chr3	INS	235
PAUPXH-03A-01D	pbsv.DEL	chr3	DEL	295
PAUPXH-03A-01D	sniffles.DEL	chr3	DEL	510
PAUPXH-03A-01D	longreadsv.DEL	chr3	DEL	415
PAUPXH-03A-01D	pbsv.BND	chr3	BND	1
PAUPXH-03A-01D	sniffles.BND	chr3	BND	1
PAUPXH-03A-01D	sniffles.INV	chr3	INV	1
PAUPXH-03A-01D	pbsv.INV	chr3	INV	2
PAUPXH-03A-01D	sniffles.INS	chr4	INS	644
PAUPXH-03A-01D	longreadsv.INS	chr4	INS	522
PAUPXH-03A-01D	pbsv.INS	chr4	INS	311
PAUPXH-03A-01D	sniffles.DEL	chr4	DEL	628
PAUPXH-03A-01D	longreadsv.DEL	chr4	DEL	519
PAUPXH-03A-01D	pbsv.DEL	chr4	DEL	359
PAUPXH-03A-01D	pbsv.DUP	chr4	DUP	1
PAUPXH-03A-01D	sniffles.DUP	chr4	DUP	1
PAUPXH-03A-01D	sniffles.INS	chr5	INS	539
PAUPXH-03A-01D	pbsv.INS	chr5	INS	245
PAUPXH-03A-01D	longreadsv.INS	chr5	INS	510
PAUPXH-03A-01D	sniffles.DEL	chr5	DEL	511
PAUPXH-03A-01D	pbsv.DEL	chr5	DEL	339
PAUPXH-03A-01D	longreadsv.DEL	chr5	DEL	428
PAUPXH-03A-01D	pbsv.DUP	chr5	DUP	1
PAUPXH-03A-01D	sniffles.DUP	chr5	DUP	1
PAUPXH-03A-01D	sniffles.INV	chr5	INV	1
PAUPXH-03A-01D	pbsv.INV	chr5	INV	1
PAUPXH-03A-01D	pbsv.INS	chr6	INS	228
PAUPXH-03A-01D	longreadsv.INS	chr6	INS	525
PAUPXH-03A-01D	sniffles.INS	chr6	INS	626
PAUPXH-03A-01D	longreadsv.DEL	chr6	DEL	437
PAUPXH-03A-01D	pbsv.DEL	chr6	DEL	284
PAUPXH-03A-01D	sniffles.DEL	chr6	DEL	516
PAUPXH-03A-01D	sniffles.DUP	chr6	DUP	1
PAUPXH-03A-01D	pbsv.INV	chr6	INV	3
PAUPXH-03A-01D	sniffles.INV	chr6	INV	3
PAUPXH-03A-01D	longreadsv.INS	chr7	INS	599
PAUPXH-03A-01D	sniffles.INS	chr7	INS	688
PAUPXH-03A-01D	pbsv.INS	chr7	INS	266
PAUPXH-03A-01D	pbsv.DEL	chr7	DEL	353
PAUPXH-03A-01D	longreadsv.DEL	chr7	DEL	502
PAUPXH-03A-01D	sniffles.DEL	chr7	DEL	605
PAUPXH-03A-01D	pbsv.DUP	chr7	DUP	1
PAUPXH-03A-01D	sniffles.DUP	chr7	DUP	1
PAUPXH-03A-01D	sniffles.BND	chr7	BND	1
PAUPXH-03A-01D	pbsv.INV	chr7	INV	2
PAUPXH-03A-01D	sniffles.INV	chr7	INV	1
PAUPXH-03A-01D	sniffles.INS	chr8	INS	457
PAUPXH-03A-01D	longreadsv.INS	chr8	INS	379
PAUPXH-03A-01D	pbsv.INS	chr8	INS	181
PAUPXH-03A-01D	pbsv.DEL	chr8	DEL	224
PAUPXH-03A-01D	longreadsv.DEL	chr8	DEL	342
PAUPXH-03A-01D	sniffles.DEL	chr8	DEL	399
PAUPXH-03A-01D	pbsv.DUP	chr8	DUP	1
PAUPXH-03A-01D	sniffles.DUP	chr8	DUP	1
PAUPXH-03A-01D	sniffles.INV	chr8	INV	2
PAUPXH-03A-01D	pbsv.INV	chr8	INV	1
PAUPXH-03A-01D	sniffles.INS	chr9	INS	509
PAUPXH-03A-01D	pbsv.INS	chr9	INS	238
PAUPXH-03A-01D	longreadsv.INS	chr9	INS	391
PAUPXH-03A-01D	pbsv.DEL	chr9	DEL	249
PAUPXH-03A-01D	longreadsv.DEL	chr9	DEL	320
PAUPXH-03A-01D	sniffles.DEL	chr9	DEL	369
PAUPXH-03A-01D	pbsv.DUP	chr9	DUP	1
PAUPXH-03A-01D	sniffles.INV	chr9	INV	2
PAUPXH-03A-01D	pbsv.INV	chr9	INV	1
PAUPXH-03A-01D	pbsv.INS	chr10	INS	237
PAUPXH-03A-01D	longreadsv.INS	chr10	INS	511
PAUPXH-03A-01D	sniffles.INS	chr10	INS	584
PAUPXH-03A-01D	pbsv.DEL	chr10	DEL	313
PAUPXH-03A-01D	longreadsv.DEL	chr10	DEL	407
PAUPXH-03A-01D	sniffles.DEL	chr10	DEL	512
PAUPXH-03A-01D	pbsv.INV	chr10	INV	3
PAUPXH-03A-01D	sniffles.INV	chr10	INV	3
PAUPXH-03A-01D	pbsv.INS	chr11	INS	238
PAUPXH-03A-01D	sniffles.INS	chr11	INS	541
PAUPXH-03A-01D	longreadsv.INS	chr11	INS	439
PAUPXH-03A-01D	pbsv.DEL	chr11	DEL	209
PAUPXH-03A-01D	sniffles.DEL	chr11	DEL	357
PAUPXH-03A-01D	longreadsv.DEL	chr11	DEL	286
PAUPXH-03A-01D	pbsv.DUP	chr11	DUP	3
PAUPXH-03A-01D	pbsv.INV	chr11	INV	2
PAUPXH-03A-01D	sniffles.INV	chr11	INV	2
PAUPXH-03A-01D	pbsv.INS	chr12	INS	249
PAUPXH-03A-01D	sniffles.INS	chr12	INS	538
PAUPXH-03A-01D	longreadsv.INS	chr12	INS	497
PAUPXH-03A-01D	pbsv.DEL	chr12	DEL	271
PAUPXH-03A-01D	sniffles.DEL	chr12	DEL	438
PAUPXH-03A-01D	longreadsv.DEL	chr12	DEL	382
PAUPXH-03A-01D	sniffles.INV	chr12	INV	2
PAUPXH-03A-01D	pbsv.INV	chr12	INV	2
PAUPXH-03A-01D	pbsv.INS	chr13	INS	192
PAUPXH-03A-01D	sniffles.INS	chr13	INS	470
PAUPXH-03A-01D	longreadsv.INS	chr13	INS	373
PAUPXH-03A-01D	pbsv.DEL	chr13	DEL	207
PAUPXH-03A-01D	sniffles.DEL	chr13	DEL	369
PAUPXH-03A-01D	longreadsv.DEL	chr13	DEL	281
PAUPXH-03A-01D	pbsv.DUP	chr13	DUP	2
PAUPXH-03A-01D	sniffles.DUP	chr13	DUP	1
PAUPXH-03A-01D	pbsv.INS	chr14	INS	118
PAUPXH-03A-01D	longreadsv.INS	chr14	INS	256
PAUPXH-03A-01D	sniffles.INS	chr14	INS	277
PAUPXH-03A-01D	pbsv.DEL	chr14	DEL	146
PAUPXH-03A-01D	sniffles.DEL	chr14	DEL	242
PAUPXH-03A-01D	longreadsv.DEL	chr14	DEL	188
PAUPXH-03A-01D	sniffles.INV	chr14	INV	1
PAUPXH-03A-01D	longreadsv.INS	chr15	INS	222
PAUPXH-03A-01D	pbsv.INS	chr15	INS	150
PAUPXH-03A-01D	sniffles.INS	chr15	INS	284
PAUPXH-03A-01D	longreadsv.DEL	chr15	DEL	180
PAUPXH-03A-01D	pbsv.DEL	chr15	DEL	138
PAUPXH-03A-01D	sniffles.DEL	chr15	DEL	236
PAUPXH-03A-01D	pbsv.INS	chr16	INS	178
PAUPXH-03A-01D	sniffles.INS	chr16	INS	376
PAUPXH-03A-01D	longreadsv.INS	chr16	INS	357
PAUPXH-03A-01D	pbsv.DEL	chr16	DEL	216
PAUPXH-03A-01D	sniffles.DEL	chr16	DEL	356
PAUPXH-03A-01D	longreadsv.DEL	chr16	DEL	276
PAUPXH-03A-01D	pbsv.DUP	chr16	DUP	3
PAUPXH-03A-01D	sniffles.INV	chr16	INV	1
PAUPXH-03A-01D	longreadsv.INS	chr17	INS	312
PAUPXH-03A-01D	pbsv.INS	chr17	INS	151
PAUPXH-03A-01D	sniffles.INS	chr17	INS	383
PAUPXH-03A-01D	pbsv.DEL	chr17	DEL	216
PAUPXH-03A-01D	longreadsv.DEL	chr17	DEL	235
PAUPXH-03A-01D	sniffles.DEL	chr17	DEL	314
PAUPXH-03A-01D	sniffles.BND	chr17	BND	1
PAUPXH-03A-01D	pbsv.INS	chr18	INS	101
PAUPXH-03A-01D	sniffles.INS	chr18	INS	336
PAUPXH-03A-01D	longreadsv.INS	chr18	INS	232
PAUPXH-03A-01D	sniffles.DEL	chr18	DEL	294
PAUPXH-03A-01D	pbsv.DEL	chr18	DEL	162
PAUPXH-03A-01D	longreadsv.DEL	chr18	DEL	259
PAUPXH-03A-01D	pbsv.INS	chr19	INS	129
PAUPXH-03A-01D	sniffles.INS	chr19	INS	357
PAUPXH-03A-01D	longreadsv.INS	chr19	INS	297
PAUPXH-03A-01D	pbsv.DEL	chr19	DEL	189
PAUPXH-03A-01D	longreadsv.DEL	chr19	DEL	263
PAUPXH-03A-01D	sniffles.DEL	chr19	DEL	315
PAUPXH-03A-01D	longreadsv.INS	chr20	INS	295
PAUPXH-03A-01D	sniffles.INS	chr20	INS	384
PAUPXH-03A-01D	pbsv.INS	chr20	INS	187
PAUPXH-03A-01D	pbsv.DEL	chr20	DEL	219
PAUPXH-03A-01D	sniffles.DEL	chr20	DEL	288
PAUPXH-03A-01D	longreadsv.DEL	chr20	DEL	227
PAUPXH-03A-01D	pbsv.BND	chr20	BND	2
PAUPXH-03A-01D	pbsv.INS	chr21	INS	156
PAUPXH-03A-01D	sniffles.INS	chr21	INS	294
PAUPXH-03A-01D	longreadsv.INS	chr21	INS	245
PAUPXH-03A-01D	sniffles.DEL	chr21	DEL	231
PAUPXH-03A-01D	longreadsv.DEL	chr21	DEL	190
PAUPXH-03A-01D	pbsv.DEL	chr21	DEL	170
PAUPXH-03A-01D	pbsv.DUP	chr21	DUP	1
PAUPXH-03A-01D	pbsv.INV	chr21	INV	2
PAUPXH-03A-01D	sniffles.INV	chr21	INV	1
PAUPXH-03A-01D	pbsv.INS	chr22	INS	126
PAUPXH-03A-01D	sniffles.INS	chr22	INS	273
PAUPXH-03A-01D	longreadsv.INS	chr22	INS	239
PAUPXH-03A-01D	pbsv.DEL	chr22	DEL	141
PAUPXH-03A-01D	sniffles.DEL	chr22	DEL	201
PAUPXH-03A-01D	longreadsv.DEL	chr22	DEL	166
PAUPXH-03A-01D	pbsv.INS	chrX	INS	164
PAUPXH-03A-01D	longreadsv.INS	chrX	INS	363
PAUPXH-03A-01D	sniffles.INS	chrX	INS	365
PAUPXH-03A-01D	pbsv.DEL	chrX	DEL	162
PAUPXH-03A-01D	sniffles.DEL	chrX	DEL	284
PAUPXH-03A-01D	longreadsv.DEL	chrX	DEL	275
PAUPXH-03A-01D	pbsv.DUP	chrX	DUP	1
PAUPXH-03A-01D	pbsv.INV	chrX	INV	2
PAUPXH-03A-01D	sniffles.INV	chrX	INV	2
PAUPXH-03A-01D	pbsv.INS	chrY	INS	68
PAUPXH-03A-01D	sniffles.INS	chrY	INS	72
PAUPXH-03A-01D	longreadsv.INS	chrY	INS	47
PAUPXH-03A-01D	pbsv.DEL	chrY	DEL	127
PAUPXH-03A-01D	longreadsv.DEL	chrY	DEL	112
PAUPXH-03A-01D	sniffles.DEL	chrY	DEL	127
PAUPXH-03A-01D	pbsv.DUP	chrY	DUP	2
PAUPXH-03A-01D	sniffles.DUP	chrM	DUP	1
PAXEPC-09A-01D	longreadsv.INS	chr1	INS	920
PAXEPC-09A-01D	pbsv.INS	chr1	INS	551
PAXEPC-09A-01D	sniffles.INS	chr1	INS	927
PAXEPC-09A-01D	pbsv.DEL	chr1	DEL	601
PAXEPC-09A-01D	longreadsv.DEL	chr1	DEL	651
PAXEPC-09A-01D	sniffles.DEL	chr1	DEL	721
PAXEPC-09A-01D	pbsv.DUP	chr1	DUP	3
PAXEPC-09A-01D	sniffles.DUP	chr1	DUP	1
PAXEPC-09A-01D	pbsv.INV	chr1	INV	6
PAXEPC-09A-01D	sniffles.INV	chr1	INV	4
PAXEPC-09A-01D	sniffles.INS	chr2	INS	808
PAXEPC-09A-01D	pbsv.INS	chr2	INS	486
PAXEPC-09A-01D	longreadsv.INS	chr2	INS	860
PAXEPC-09A-01D	pbsv.DEL	chr2	DEL	727
PAXEPC-09A-01D	longreadsv.DEL	chr2	DEL	829
PAXEPC-09A-01D	sniffles.DEL	chr2	DEL	837
PAXEPC-09A-01D	pbsv.INV	chr2	INV	4
PAXEPC-09A-01D	sniffles.INV	chr2	INV	1
PAXEPC-09A-01D	longreadsv.INS	chr3	INS	699
PAXEPC-09A-01D	pbsv.INS	chr3	INS	413
PAXEPC-09A-01D	sniffles.INS	chr3	INS	626
PAXEPC-09A-01D	sniffles.DEL	chr3	DEL	556
PAXEPC-09A-01D	pbsv.DEL	chr3	DEL	481
PAXEPC-09A-01D	longreadsv.DEL	chr3	DEL	539
PAXEPC-09A-01D	pbsv.INV	chr3	INV	1
PAXEPC-09A-01D	sniffles.INV	chr3	INV	1
PAXEPC-09A-01D	pbsv.INS	chr4	INS	426
PAXEPC-09A-01D	longreadsv.INS	chr4	INS	701
PAXEPC-09A-01D	sniffles.INS	chr4	INS	652
PAXEPC-09A-01D	sniffles.DEL	chr4	DEL	661
PAXEPC-09A-01D	longreadsv.DEL	chr4	DEL	685
PAXEPC-09A-01D	pbsv.DEL	chr4	DEL	597
PAXEPC-09A-01D	sniffles.DUP	chr4	DUP	2
PAXEPC-09A-01D	pbsv.DUP	chr4	DUP	2
PAXEPC-09A-01D	pbsv.INV	chr4	INV	1
PAXEPC-09A-01D	sniffles.INV	chr4	INV	1
PAXEPC-09A-01D	sniffles.INS	chr5	INS	592
PAXEPC-09A-01D	pbsv.INS	chr5	INS	376
PAXEPC-09A-01D	longreadsv.INS	chr5	INS	636
PAXEPC-09A-01D	sniffles.DEL	chr5	DEL	594
PAXEPC-09A-01D	pbsv.DEL	chr5	DEL	542
PAXEPC-09A-01D	longreadsv.DEL	chr5	DEL	611
PAXEPC-09A-01D	pbsv.DUP	chr5	DUP	2
PAXEPC-09A-01D	pbsv.BND	chr5	BND	1
PAXEPC-09A-01D	sniffles.BND	chr5	BND	1
PAXEPC-09A-01D	pbsv.INV	chr5	INV	2
PAXEPC-09A-01D	sniffles.INV	chr5	INV	2
PAXEPC-09A-01D	pbsv.INS	chr6	INS	393
PAXEPC-09A-01D	sniffles.INS	chr6	INS	649
PAXEPC-09A-01D	longreadsv.INS	chr6	INS	686
PAXEPC-09A-01D	pbsv.DEL	chr6	DEL	469
PAXEPC-09A-01D	longreadsv.DEL	chr6	DEL	568
PAXEPC-09A-01D	sniffles.DEL	chr6	DEL	534
PAXEPC-09A-01D	pbsv.DUP	chr6	DUP	1
PAXEPC-09A-01D	sniffles.DUP	chr6	DUP	1
PAXEPC-09A-01D	pbsv.INV	chr6	INV	4
PAXEPC-09A-01D	sniffles.INV	chr6	INV	2
PAXEPC-09A-01D	pbsv.INS	chr7	INS	427
PAXEPC-09A-01D	sniffles.INS	chr7	INS	714
PAXEPC-09A-01D	longreadsv.INS	chr7	INS	774
PAXEPC-09A-01D	sniffles.DEL	chr7	DEL	663
PAXEPC-09A-01D	longreadsv.DEL	chr7	DEL	641
PAXEPC-09A-01D	pbsv.DEL	chr7	DEL	558
PAXEPC-09A-01D	pbsv.BND	chr7	BND	1
PAXEPC-09A-01D	pbsv.INV	chr7	INV	2
PAXEPC-09A-01D	sniffles.INV	chr7	INV	1
PAXEPC-09A-01D	pbsv.INS	chr8	INS	347
PAXEPC-09A-01D	sniffles.INS	chr8	INS	512
PAXEPC-09A-01D	longreadsv.INS	chr8	INS	535
PAXEPC-09A-01D	pbsv.DEL	chr8	DEL	433
PAXEPC-09A-01D	sniffles.DEL	chr8	DEL	507
PAXEPC-09A-01D	longreadsv.DEL	chr8	DEL	484
PAXEPC-09A-01D	pbsv.DUP	chr8	DUP	1
PAXEPC-09A-01D	sniffles.DUP	chr8	DUP	1
PAXEPC-09A-01D	pbsv.INV	chr8	INV	2
PAXEPC-09A-01D	sniffles.INV	chr8	INV	2
PAXEPC-09A-01D	sniffles.INS	chr9	INS	518
PAXEPC-09A-01D	pbsv.INS	chr9	INS	340
PAXEPC-09A-01D	longreadsv.INS	chr9	INS	514
PAXEPC-09A-01D	pbsv.DEL	chr9	DEL	348
PAXEPC-09A-01D	sniffles.DEL	chr9	DEL	386
PAXEPC-09A-01D	longreadsv.DEL	chr9	DEL	390
PAXEPC-09A-01D	pbsv.INV	chr9	INV	2
PAXEPC-09A-01D	sniffles.INV	chr9	INV	1
PAXEPC-09A-01D	pbsv.INS	chr10	INS	340
PAXEPC-09A-01D	sniffles.INS	chr10	INS	590
PAXEPC-09A-01D	longreadsv.INS	chr10	INS	621
PAXEPC-09A-01D	pbsv.DEL	chr10	DEL	464
PAXEPC-09A-01D	sniffles.DEL	chr10	DEL	503
PAXEPC-09A-01D	longreadsv.DEL	chr10	DEL	474
PAXEPC-09A-01D	pbsv.INV	chr10	INV	1
PAXEPC-09A-01D	sniffles.INV	chr10	INV	1
PAXEPC-09A-01D	sniffles.INS	chr11	INS	564
PAXEPC-09A-01D	pbsv.INS	chr11	INS	362
PAXEPC-09A-01D	longreadsv.INS	chr11	INS	575
PAXEPC-09A-01D	pbsv.DEL	chr11	DEL	332
PAXEPC-09A-01D	sniffles.DEL	chr11	DEL	402
PAXEPC-09A-01D	longreadsv.DEL	chr11	DEL	378
PAXEPC-09A-01D	pbsv.DUP	chr11	DUP	5
PAXEPC-09A-01D	sniffles.DUP	chr11	DUP	1
PAXEPC-09A-01D	pbsv.INV	chr11	INV	1
PAXEPC-09A-01D	sniffles.INV	chr11	INV	1
PAXEPC-09A-01D	pbsv.INS	chr12	INS	303
PAXEPC-09A-01D	longreadsv.INS	chr12	INS	533
PAXEPC-09A-01D	sniffles.INS	chr12	INS	518
PAXEPC-09A-01D	pbsv.DEL	chr12	DEL	408
PAXEPC-09A-01D	sniffles.DEL	chr12	DEL	490
PAXEPC-09A-01D	longreadsv.DEL	chr12	DEL	486
PAXEPC-09A-01D	pbsv.INV	chr12	INV	4
PAXEPC-09A-01D	sniffles.INV	chr12	INV	2
PAXEPC-09A-01D	sniffles.INS	chr13	INS	434
PAXEPC-09A-01D	pbsv.INS	chr13	INS	251
PAXEPC-09A-01D	longreadsv.INS	chr13	INS	455
PAXEPC-09A-01D	pbsv.DEL	chr13	DEL	287
PAXEPC-09A-01D	sniffles.DEL	chr13	DEL	364
PAXEPC-09A-01D	longreadsv.DEL	chr13	DEL	352
PAXEPC-09A-01D	pbsv.INV	chr13	INV	2
PAXEPC-09A-01D	sniffles.INV	chr13	INV	3
PAXEPC-09A-01D	pbsv.INS	chr14	INS	189
PAXEPC-09A-01D	longreadsv.INS	chr14	INS	331
PAXEPC-09A-01D	sniffles.INS	chr14	INS	306
PAXEPC-09A-01D	pbsv.DEL	chr14	DEL	202
PAXEPC-09A-01D	sniffles.DEL	chr14	DEL	222
PAXEPC-09A-01D	longreadsv.DEL	chr14	DEL	221
PAXEPC-09A-01D	sniffles.BND	chr14	BND	2
PAXEPC-09A-01D	pbsv.BND	chr14	BND	1
PAXEPC-09A-01D	pbsv.INS	chr15	INS	198
PAXEPC-09A-01D	longreadsv.INS	chr15	INS	317
PAXEPC-09A-01D	sniffles.INS	chr15	INS	276
PAXEPC-09A-01D	pbsv.DEL	chr15	DEL	244
PAXEPC-09A-01D	sniffles.DEL	chr15	DEL	277
PAXEPC-09A-01D	longreadsv.DEL	chr15	DEL	247
PAXEPC-09A-01D	pbsv.INS	chr16	INS	230
PAXEPC-09A-01D	sniffles.INS	chr16	INS	423
PAXEPC-09A-01D	longreadsv.INS	chr16	INS	434
PAXEPC-09A-01D	longreadsv.DEL	chr16	DEL	333
PAXEPC-09A-01D	pbsv.DEL	chr16	DEL	327
PAXEPC-09A-01D	sniffles.DEL	chr16	DEL	371
PAXEPC-09A-01D	sniffles.BND	chr16	BND	1
PAXEPC-09A-01D	sniffles.INV	chr16	INV	1
PAXEPC-09A-01D	pbsv.INS	chr17	INS	249
PAXEPC-09A-01D	longreadsv.INS	chr17	INS	437
PAXEPC-09A-01D	sniffles.INS	chr17	INS	423
PAXEPC-09A-01D	longreadsv.DEL	chr17	DEL	339
PAXEPC-09A-01D	sniffles.DEL	chr17	DEL	359
PAXEPC-09A-01D	pbsv.DEL	chr17	DEL	304
PAXEPC-09A-01D	pbsv.INV	chr17	INV	1
PAXEPC-09A-01D	sniffles.INV	chr17	INV	1
PAXEPC-09A-01D	pbsv.INS	chr18	INS	193
PAXEPC-09A-01D	sniffles.INS	chr18	INS	309
PAXEPC-09A-01D	longreadsv.INS	chr18	INS	361
PAXEPC-09A-01D	pbsv.DEL	chr18	DEL	267
PAXEPC-09A-01D	longreadsv.DEL	chr18	DEL	316
PAXEPC-09A-01D	sniffles.DEL	chr18	DEL	303
PAXEPC-09A-01D	pbsv.DUP	chr18	DUP	1
PAXEPC-09A-01D	sniffles.DUP	chr18	DUP	1
PAXEPC-09A-01D	pbsv.INV	chr18	INV	1
PAXEPC-09A-01D	pbsv.INS	chr19	INS	232
PAXEPC-09A-01D	sniffles.INS	chr19	INS	378
PAXEPC-09A-01D	longreadsv.INS	chr19	INS	412
PAXEPC-09A-01D	longreadsv.DEL	chr19	DEL	333
PAXEPC-09A-01D	pbsv.DEL	chr19	DEL	321
PAXEPC-09A-01D	sniffles.DEL	chr19	DEL	365
PAXEPC-09A-01D	pbsv.BND	chr19	BND	1
PAXEPC-09A-01D	sniffles.BND	chr19	BND	1
PAXEPC-09A-01D	longreadsv.INS	chr20	INS	428
PAXEPC-09A-01D	pbsv.INS	chr20	INS	271
PAXEPC-09A-01D	sniffles.INS	chr20	INS	406
PAXEPC-09A-01D	pbsv.DEL	chr20	DEL	291
PAXEPC-09A-01D	sniffles.DEL	chr20	DEL	302
PAXEPC-09A-01D	longreadsv.DEL	chr20	DEL	307
PAXEPC-09A-01D	pbsv.BND	chr20	BND	1
PAXEPC-09A-01D	sniffles.BND	chr20	BND	1
PAXEPC-09A-01D	pbsv.INS	chr21	INS	195
PAXEPC-09A-01D	longreadsv.INS	chr21	INS	309
PAXEPC-09A-01D	sniffles.INS	chr21	INS	292
PAXEPC-09A-01D	sniffles.DEL	chr21	DEL	250
PAXEPC-09A-01D	longreadsv.DEL	chr21	DEL	215
PAXEPC-09A-01D	pbsv.DEL	chr21	DEL	239
PAXEPC-09A-01D	pbsv.DUP	chr21	DUP	3
